input,label,split
train_43595,0,train
train_43596,0,train
train_43597,0,train
train_43598,0,train
train_43599,0,train
train_4360,0,train
train_43600,0,train
train_43601,0,train
train_43602,0,train
train_43603,0,train
train_43604,0,train
train_43605,0,train
train_43606,0,train
train_43607,0,train
train_43608,0,train
train_43609,0,train
train_4361,0,train
train_43610,0,train
train_43612,0,train
train_43613,0,train
train_43615,0,train
train_43616,0,train
train_43617,0,train
train_43618,0,train
train_43619,0,train
train_43620,0,train
train_43621,0,train
train_43624,0,train
train_43625,0,train
train_43626,0,train
train_43627,0,train
train_43628,0,train
train_43629,0,train
train_43630,0,train
train_43632,0,train
train_43634,0,train
train_43636,0,train
train_43637,0,train
train_43638,0,train
train_43639,0,train
train_43640,0,train
train_43642,0,train
train_43643,0,train
train_43645,0,train
train_43649,0,train
train_43650,0,train
train_43651,0,train
train_43654,0,train
train_43655,0,train
train_43656,0,train
train_43657,0,train
train_43659,0,train
train_43661,0,train
train_43663,0,train
train_43665,0,train
train_43668,0,train
train_43669,0,train
train_43676,0,train
train_43678,0,train
train_43679,0,train
train_43682,0,train
train_43683,0,train
train_43686,0,train
train_43687,0,train
train_43689,0,train
train_43691,0,train
train_43693,0,train
train_43697,0,train
train_43698,0,train
train_437,0,train
train_4370,0,train
train_43701,0,train
train_43707,0,train
train_43709,0,train
train_4371,0,train
train_43710,0,train
train_43712,0,train
train_43713,0,train
train_43714,0,train
train_43715,0,train
train_43716,0,train
train_43719,0,train
train_43722,0,train
train_43727,0,train
train_43729,0,train
train_43730,0,train
train_43731,0,train
train_43742,0,train
train_43745,0,train
train_43751,0,train
train_43753,0,train
train_43764,0,train
train_4377,0,train
train_43770,0,train
train_43773,0,train
train_43780,0,train
train_43795,0,train
train_4380,0,train
train_4381,0,train
train_43825,0,train
train_43842,0,train
train_43867,0,train
train_43874,0,train
train_43882,0,train
train_43894,0,train
train_43899,0,train
train_43906,0,train
train_43910,0,train
train_43911,0,train
train_43916,0,train
train_4392,0,train
train_43922,0,train
train_43938,0,train
train_4394,0,train
train_43944,0,train
train_43946,0,train
train_43951,0,train
train_43955,0,train
train_43961,0,train
train_43962,0,train
train_43964,0,train
train_43966,0,train
train_43967,0,train
train_43969,0,train
train_4397,0,train
train_43971,0,train
train_43974,0,train
train_43976,0,train
train_43978,0,train
train_43982,0,train
train_43984,0,train
train_43988,0,train
train_43989,0,train
train_43990,0,train
train_43991,0,train
train_43992,0,train
train_43993,0,train
train_43994,0,train
train_43995,0,train
train_43999,0,train
train_4400,0,train
train_44001,0,train
train_44002,0,train
train_44003,0,train
train_44004,0,train
train_44005,0,train
train_44007,0,train
train_44008,0,train
train_44009,0,train
train_4401,0,train
train_44010,0,train
train_44011,0,train
train_44012,0,train
train_44013,0,train
train_44014,0,train
train_44015,0,train
train_44016,0,train
train_44017,0,train
train_44018,0,train
train_44019,0,train
train_44020,0,train
train_44021,0,train
train_44022,0,train
train_44023,0,train
train_44024,0,train
train_44025,0,train
train_44026,0,train
train_44027,0,train
train_44028,0,train
train_44029,0,train
train_44030,0,train
train_44031,0,train
train_44032,0,train
train_44033,0,train
train_44034,0,train
train_44035,0,train
train_44036,0,train
train_44037,0,train
train_44038,0,train
train_44039,0,train
train_44040,0,train
train_44041,0,train
train_44042,0,train
train_44043,0,train
train_44044,0,train
train_44045,0,train
train_44046,0,train
train_44047,0,train
train_44048,0,train
train_44049,0,train
train_44050,0,train
train_44051,0,train
train_44052,0,train
train_44053,0,train
train_44054,0,train
train_44055,0,train
train_44056,0,train
train_44057,0,train
train_44058,0,train
train_44059,0,train
train_4406,0,train
train_44060,0,train
train_44061,0,train
train_44062,0,train
train_44063,0,train
train_44064,0,train
train_44065,0,train
train_44066,0,train
train_44067,0,train
train_44068,0,train
train_44069,0,train
train_44070,0,train
train_44071,0,train
train_44072,0,train
train_44073,0,train
train_44074,0,train
train_44075,0,train
train_44076,0,train
train_44077,0,train
train_44078,0,train
train_44079,0,train
train_4408,0,train
train_44080,0,train
train_44081,0,train
train_44082,0,train
train_44083,0,train
train_44084,0,train
train_44085,0,train
train_44086,0,train
train_44087,0,train
train_44088,0,train
train_44089,0,train
train_44090,0,train
train_44091,0,train
train_44092,0,train
train_44093,0,train
train_44094,0,train
train_44095,0,train
train_44096,0,train
train_44097,0,train
train_44098,0,train
train_44099,0,train
train_44100,0,train
train_44101,0,train
train_44102,0,train
train_44103,0,train
train_44104,0,train
train_44105,0,train
train_44106,0,train
train_44107,0,train
train_44108,0,train
train_44109,0,train
train_4411,0,train
train_44110,0,train
train_44111,0,train
train_44112,0,train
train_44113,0,train
train_44114,0,train
train_44115,0,train
train_44116,0,train
train_44117,0,train
train_44118,0,train
train_44119,0,train
train_44120,0,train
train_44121,0,train
train_44122,0,train
train_44123,0,train
train_44124,0,train
train_44125,0,train
train_44126,0,train
train_44127,0,train
train_44128,0,train
train_44129,0,train
train_4413,0,train
train_44130,0,train
train_44131,0,train
train_44132,0,train
train_44133,0,train
train_44134,0,train
train_44135,0,train
train_44136,0,train
train_44137,0,train
train_44138,0,train
train_44139,0,train
train_44140,0,train
train_44141,0,train
train_44142,0,train
train_44143,0,train
train_44144,0,train
train_44145,0,train
train_44146,0,train
train_44147,0,train
train_44148,0,train
train_44149,0,train
train_4415,0,train
train_44150,0,train
train_44151,0,train
train_44152,0,train
train_44153,0,train
train_44154,0,train
train_44155,0,train
train_44156,0,train
train_44157,0,train
train_44158,0,train
train_44159,0,train
train_44160,0,train
train_44161,0,train
train_44162,0,train
train_44163,0,train
train_44164,0,train
train_44165,0,train
train_44166,0,train
train_44167,0,train
train_44168,0,train
train_44169,0,train
train_44170,0,train
train_44171,0,train
train_44172,0,train
train_44173,0,train
train_44174,0,train
train_44175,0,train
train_44176,0,train
train_44177,0,train
train_44178,0,train
train_44179,0,train
train_4418,0,train
train_44180,0,train
train_44181,0,train
train_44182,0,train
train_44183,0,train
train_44184,0,train
train_44185,0,train
train_44186,0,train
train_44187,0,train
train_44188,0,train
train_44189,0,train
train_44190,0,train
train_44191,0,train
train_44192,0,train
train_44193,0,train
train_44194,0,train
train_44195,0,train
train_44196,0,train
train_44197,0,train
train_44198,0,train
train_44199,0,train
train_44200,0,train
train_44201,0,train
train_44202,0,train
train_44203,0,train
train_44204,0,train
train_44205,0,train
train_44206,0,train
train_44207,0,train
train_44208,0,train
train_44209,0,train
train_4421,0,train
train_44210,0,train
train_44211,0,train
train_44212,0,train
train_44213,0,train
train_44214,0,train
train_44216,0,train
train_44218,0,train
train_44220,0,train
train_44221,0,train
train_44222,0,train
train_44223,0,train
train_44225,0,train
train_44226,0,train
train_44227,0,train
train_44229,0,train
train_4423,0,train
train_44230,0,train
train_44231,0,train
train_44232,0,train
train_44233,0,train
train_44234,0,train
train_44235,0,train
train_44236,0,train
train_44238,0,train
train_44239,0,train
train_44241,0,train
train_44242,0,train
train_44244,0,train
train_44246,0,train
train_4425,0,train
train_44259,0,train
train_44262,0,train
train_44265,0,train
train_44274,0,train
train_44275,0,train
train_4428,0,train
train_44281,0,train
train_44282,0,train
train_44285,0,train
train_44286,0,train
train_4430,0,train
train_4431,0,train
train_44311,0,train
train_44314,0,train
train_44317,0,train
train_4434,0,train
train_44343,0,train
train_4435,0,train
train_44353,0,train
train_4436,0,train
train_44361,0,train
train_4437,0,train
train_4438,0,train
train_444,0,train
train_4440,0,train
train_4441,0,train
train_4444,0,train
train_4445,0,train
train_4446,0,train
train_4447,0,train
train_4448,0,train
train_4449,0,train
train_4450,0,train
train_4451,0,train
train_4452,0,train
train_4453,0,train
train_44536,0,train
train_4454,0,train
train_4455,0,train
train_44552,0,train
train_44557,0,train
train_4456,0,train
train_44566,0,train
train_4457,0,train
train_44575,0,train
train_4458,0,train
train_44580,0,train
train_4459,0,train
train_44591,0,train
train_44593,0,train
train_44594,0,train
train_44595,0,train
train_44597,0,train
train_44598,0,train
train_44599,0,train
train_4460,0,train
train_44601,0,train
train_44606,0,train
train_44609,0,train
train_4461,0,train
train_44610,0,train
train_44611,0,train
train_44612,0,train
train_44613,0,train
train_44614,0,train
train_44615,0,train
train_44616,0,train
train_44617,0,train
train_44618,0,train
train_44619,0,train
train_4462,0,train
train_44620,0,train
train_44621,0,train
train_44622,0,train
train_44623,0,train
train_44624,0,train
train_44625,0,train
train_44626,0,train
train_44627,0,train
train_44628,0,train
train_44629,0,train
train_4463,0,train
train_44630,0,train
train_44631,0,train
train_44632,0,train
train_44633,0,train
train_44634,0,train
train_44635,0,train
train_44636,0,train
train_44637,0,train
train_44638,0,train
train_44639,0,train
train_4464,0,train
train_44640,0,train
train_44641,0,train
train_44642,0,train
train_44643,0,train
train_44644,0,train
train_44645,0,train
train_44646,0,train
train_44647,0,train
train_44648,0,train
train_44649,0,train
train_4465,0,train
train_44650,0,train
train_44651,0,train
train_44652,0,train
train_44653,0,train
train_44654,0,train
train_44655,0,train
train_44656,0,train
train_44657,0,train
train_44658,0,train
train_44659,0,train
train_4466,0,train
train_44660,0,train
train_44661,0,train
train_44662,0,train
train_44663,0,train
train_44664,0,train
train_44665,0,train
train_44666,0,train
train_44667,0,train
train_44668,0,train
train_44669,0,train
train_4467,0,train
train_44670,0,train
train_44671,0,train
train_44672,0,train
train_44673,0,train
train_44674,0,train
train_44675,0,train
train_44676,0,train
train_44677,0,train
train_44678,0,train
train_44679,0,train
train_4468,0,train
train_44680,0,train
train_44681,0,train
train_44682,0,train
train_44683,0,train
train_44684,0,train
train_44685,0,train
train_44686,0,train
train_44687,0,train
train_44688,0,train
train_44689,0,train
train_4469,0,train
train_44690,0,train
train_44691,0,train
train_44692,0,train
train_44693,0,train
train_44694,0,train
train_44695,0,train
train_44696,0,train
train_44697,0,train
train_44698,0,train
train_44699,0,train
train_447,0,train
train_4470,0,train
train_44700,0,train
train_44701,0,train
train_44702,0,train
train_44703,0,train
train_44704,0,train
train_44705,0,train
train_44706,0,train
train_44707,0,train
train_44708,0,train
train_44709,0,train
train_4471,0,train
train_44710,0,train
train_44711,0,train
train_44712,0,train
train_44713,0,train
train_44714,0,train
train_44715,0,train
train_44716,0,train
train_44717,0,train
train_44718,0,train
train_44719,0,train
train_4472,0,train
train_44720,0,train
train_44721,0,train
train_44722,0,train
train_44723,0,train
train_44724,0,train
train_44725,0,train
train_44726,0,train
train_44727,0,train
train_44728,0,train
train_44729,0,train
train_4473,0,train
train_44730,0,train
train_44731,0,train
train_44732,0,train
train_44733,0,train
train_44734,0,train
train_44735,0,train
train_44736,0,train
train_44737,0,train
train_44738,0,train
train_44739,0,train
train_4474,0,train
train_44740,0,train
train_44741,0,train
train_44742,0,train
train_44743,0,train
train_44744,0,train
train_44745,0,train
train_44746,0,train
train_44747,0,train
train_44748,0,train
train_44749,0,train
train_4475,0,train
train_44750,0,train
train_44751,0,train
train_44752,0,train
train_44753,0,train
train_44754,0,train
train_44755,0,train
train_44756,0,train
train_44757,0,train
train_44758,0,train
train_44759,0,train
train_4476,0,train
train_44760,0,train
train_44761,0,train
train_44762,0,train
train_44763,0,train
train_44764,0,train
train_44765,0,train
train_44766,0,train
train_44767,0,train
train_44768,0,train
train_44769,0,train
train_4477,0,train
train_44770,0,train
train_44771,0,train
train_44772,0,train
train_44773,0,train
train_44774,0,train
train_44775,0,train
train_44776,0,train
train_44777,0,train
train_44778,0,train
train_44779,0,train
train_4478,0,train
train_44780,0,train
train_44781,0,train
train_44782,0,train
train_44783,0,train
train_44784,0,train
train_44785,0,train
train_44786,0,train
train_44787,0,train
train_44788,0,train
train_44789,0,train
train_4479,0,train
train_44790,0,train
train_44791,0,train
train_44792,0,train
train_44793,0,train
train_44794,0,train
train_44795,0,train
train_44796,0,train
train_44797,0,train
train_44798,0,train
train_44799,0,train
train_4480,0,train
train_44800,0,train
train_44801,0,train
train_44802,0,train
train_44803,0,train
train_44804,0,train
train_44805,0,train
train_44806,0,train
train_44807,0,train
train_44808,0,train
train_44809,0,train
train_4481,0,train
train_44810,0,train
train_44811,0,train
train_44812,0,train
train_44813,0,train
train_44814,0,train
train_44815,0,train
train_44816,0,train
train_44817,0,train
train_44818,0,train
train_44819,0,train
train_4482,0,train
train_44820,0,train
train_44821,0,train
train_44822,0,train
train_44823,0,train
train_44824,0,train
train_44825,0,train
train_44826,0,train
train_44827,0,train
train_44828,0,train
train_44829,0,train
train_4483,0,train
train_44830,0,train
train_44831,0,train
train_44832,0,train
train_44833,0,train
train_44834,0,train
train_44835,0,train
train_44836,0,train
train_44837,0,train
train_44838,0,train
train_44839,0,train
train_4484,0,train
train_44840,0,train
train_44841,0,train
train_44842,0,train
train_44843,0,train
train_44844,0,train
train_44845,0,train
train_44846,0,train
train_44847,0,train
train_44848,0,train
train_44849,0,train
train_4485,0,train
train_44850,0,train
train_44851,0,train
train_44852,0,train
train_44853,0,train
train_44854,0,train
train_44855,0,train
train_44856,0,train
train_44857,0,train
train_44858,0,train
train_44859,0,train
train_4486,0,train
train_44860,0,train
train_44861,0,train
train_44862,0,train
train_44863,0,train
train_44864,0,train
train_44865,0,train
train_44866,0,train
train_44867,0,train
train_44868,0,train
train_44869,0,train
train_4487,0,train
train_44870,0,train
train_44871,0,train
train_44872,0,train
train_44873,0,train
train_44874,0,train
train_44876,0,train
train_44877,0,train
train_44878,0,train
train_44879,0,train
train_4488,0,train
train_44880,0,train
train_44881,0,train
train_44882,0,train
train_44883,0,train
train_44884,0,train
train_44885,0,train
train_44887,0,train
train_44889,0,train
train_4489,0,train
train_44891,0,train
train_44892,0,train
train_44895,0,train
train_44896,0,train
train_44897,0,train
train_44898,0,train
train_449,0,train
train_4490,0,train
train_44903,0,train
train_44904,0,train
train_44905,0,train
train_44908,0,train
train_44909,0,train
train_4491,0,train
train_44910,0,train
train_44911,0,train
train_44912,0,train
train_44916,0,train
train_44917,0,train
train_44918,0,train
train_4492,0,train
train_44920,0,train
train_44922,0,train
train_44923,0,train
train_44924,0,train
train_44927,0,train
train_44929,0,train
train_4493,0,train
train_44933,0,train
train_44939,0,train
train_4494,0,train
train_44940,0,train
train_44941,0,train
train_44942,0,train
train_44946,0,train
train_44948,0,train
train_4495,0,train
train_44956,0,train
train_44957,0,train
train_4496,0,train
train_44960,0,train
train_44964,0,train
train_4497,0,train
train_44976,0,train
train_4498,0,train
train_44981,0,train
train_44982,0,train
train_4499,0,train
train_44992,0,train
train_44997,0,train
train_4500,0,train
train_45001,0,train
train_45002,0,train
train_4501,0,train
train_45012,0,train
train_4502,0,train
train_4503,0,train
train_4504,0,train
train_4505,0,train
train_4506,0,train
train_4507,0,train
train_4508,0,train
train_4509,0,train
train_451,0,train
train_4510,0,train
train_4511,0,train
train_4512,0,train
train_4513,0,train
train_4514,0,train
train_4515,0,train
train_4516,0,train
train_4517,0,train
train_45173,0,train
train_4518,0,train
train_45183,0,train
train_4519,0,train
train_4520,0,train
train_4521,0,train
train_45212,0,train
train_45219,0,train
train_4522,0,train
train_45220,0,train
train_45225,0,train
train_45226,0,train
train_4523,0,train
train_45237,0,train
train_45239,0,train
train_4524,0,train
train_45242,0,train
train_45244,0,train
train_45245,0,train
train_45247,0,train
train_4525,0,train
train_45250,0,train
train_45253,0,train
train_45255,0,train
train_45258,0,train
train_4526,0,train
train_45260,0,train
train_45261,0,train
train_45262,0,train
train_45265,0,train
train_45266,0,train
train_45267,0,train
train_45268,0,train
train_4527,0,train
train_45270,0,train
train_45271,0,train
train_45275,0,train
train_45276,0,train
train_45277,0,train
train_45278,0,train
train_4528,0,train
train_45280,0,train
train_45281,0,train
train_45282,0,train
train_45283,0,train
train_45284,0,train
train_45285,0,train
train_45286,0,train
train_45287,0,train
train_45288,0,train
train_45289,0,train
train_4529,0,train
train_45290,0,train
train_45291,0,train
train_45292,0,train
train_45293,0,train
train_45294,0,train
train_45295,0,train
train_45296,0,train
train_45297,0,train
train_45298,0,train
train_45299,0,train
train_453,0,train
train_4530,0,train
train_45300,0,train
train_45301,0,train
train_45302,0,train
train_45303,0,train
train_45304,0,train
train_45305,0,train
train_45306,0,train
train_45307,0,train
train_45308,0,train
train_45309,0,train
train_4531,0,train
train_45310,0,train
train_45311,0,train
train_45312,0,train
train_45313,0,train
train_45314,0,train
train_45315,0,train
train_45316,0,train
train_45317,0,train
train_45318,0,train
train_45319,0,train
train_4532,0,train
train_45320,0,train
train_45321,0,train
train_45322,0,train
train_45323,0,train
train_45324,0,train
train_45325,0,train
train_45326,0,train
train_45327,0,train
train_45328,0,train
train_45329,0,train
train_4533,0,train
train_45330,0,train
train_45331,0,train
train_45332,0,train
train_45333,0,train
train_45334,0,train
train_45335,0,train
train_45336,0,train
train_45337,0,train
train_45338,0,train
train_45339,0,train
train_4534,0,train
train_45340,0,train
train_45341,0,train
train_45342,0,train
train_45343,0,train
train_45344,0,train
train_45345,0,train
train_45346,0,train
train_45347,0,train
train_45348,0,train
train_45349,0,train
train_4535,0,train
train_45350,0,train
train_45351,0,train
train_45352,0,train
train_45353,0,train
train_45354,0,train
train_45355,0,train
train_45356,0,train
train_45357,0,train
train_45358,0,train
train_45359,0,train
train_4536,0,train
train_45360,0,train
train_45361,0,train
train_45362,0,train
train_45363,0,train
train_45364,0,train
train_45365,0,train
train_45366,0,train
train_45367,0,train
train_45368,0,train
train_45369,0,train
train_4537,0,train
train_45370,0,train
train_45371,0,train
train_45372,0,train
train_45373,0,train
train_45374,0,train
train_45375,0,train
train_45376,0,train
train_45377,0,train
train_45378,0,train
train_45379,0,train
train_4538,0,train
train_45380,0,train
train_45381,0,train
train_45382,0,train
train_45383,0,train
train_45384,0,train
train_45385,0,train
train_45386,0,train
train_45387,0,train
train_45388,0,train
train_45389,0,train
train_4539,0,train
train_45390,0,train
train_45391,0,train
train_45392,0,train
train_45393,0,train
train_45394,0,train
train_45395,0,train
train_45396,0,train
train_45397,0,train
train_45398,0,train
train_45399,0,train
train_454,0,train
train_4540,0,train
train_45400,0,train
train_45401,0,train
train_45402,0,train
train_45403,0,train
train_45404,0,train
train_45405,0,train
train_45406,0,train
train_45407,0,train
train_45408,0,train
train_45409,0,train
train_4541,0,train
train_45410,0,train
train_45411,0,train
train_45412,0,train
train_45413,0,train
train_45414,0,train
train_45415,0,train
train_45416,0,train
train_45417,0,train
train_45418,0,train
train_45419,0,train
train_4542,0,train
train_45420,0,train
train_45421,0,train
train_45422,0,train
train_45423,0,train
train_45424,0,train
train_45425,0,train
train_45426,0,train
train_45427,0,train
train_45428,0,train
train_45429,0,train
train_4543,0,train
train_45430,0,train
train_45431,0,train
train_45432,0,train
train_45433,0,train
train_45434,0,train
train_45435,0,train
train_45436,0,train
train_45437,0,train
train_45438,0,train
train_45439,0,train
train_4544,0,train
train_45440,0,train
train_45441,0,train
train_45442,0,train
train_45443,0,train
train_45444,0,train
train_45445,0,train
train_45446,0,train
train_45447,0,train
train_45448,0,train
train_45449,0,train
train_4545,0,train
train_45450,0,train
train_45451,0,train
train_45452,0,train
train_45453,0,train
train_45454,0,train
train_45455,0,train
train_45456,0,train
train_45457,0,train
train_45458,0,train
train_45459,0,train
train_4546,0,train
train_45460,0,train
train_45461,0,train
train_45462,0,train
train_45463,0,train
train_45464,0,train
train_45465,0,train
train_45466,0,train
train_45467,0,train
train_45468,0,train
train_45469,0,train
train_4547,0,train
train_45470,0,train
train_45471,0,train
train_45472,0,train
train_45473,0,train
train_45474,0,train
train_45475,0,train
train_45476,0,train
train_45477,0,train
train_45478,0,train
train_45479,0,train
train_4548,0,train
train_45480,0,train
train_45481,0,train
train_45482,0,train
train_45483,0,train
train_45484,0,train
train_45485,0,train
train_45486,0,train
train_45487,0,train
train_45488,0,train
train_45489,0,train
train_4549,0,train
train_45490,0,train
train_45491,0,train
train_45492,0,train
train_45493,0,train
train_45494,0,train
train_45495,0,train
train_45496,0,train
train_45497,0,train
train_45498,0,train
train_45499,0,train
train_455,0,train
train_4550,0,train
train_45500,0,train
train_45501,0,train
train_45502,0,train
train_45503,0,train
train_45504,0,train
train_45505,0,train
train_4551,0,train
train_45510,0,train
train_45511,0,train
train_45512,0,train
train_45514,0,train
train_45515,0,train
train_45516,0,train
train_45517,0,train
train_45518,0,train
train_45519,0,train
train_4552,0,train
train_45521,0,train
train_45522,0,train
train_45523,0,train
train_45524,0,train
train_45525,0,train
train_45526,0,train
train_45527,0,train
train_45528,0,train
train_45529,0,train
train_4553,0,train
train_45531,0,train
train_45532,0,train
train_45533,0,train
train_45535,0,train
train_45536,0,train
train_45539,0,train
train_4554,0,train
train_45540,0,train
train_45541,0,train
train_45542,0,train
train_45544,0,train
train_45545,0,train
train_45546,0,train
train_45547,0,train
train_4555,0,train
train_45552,0,train
train_45554,0,train
train_45558,0,train
train_4556,0,train
train_45560,0,train
train_45562,0,train
train_45565,0,train
train_45566,0,train
train_45567,0,train
train_45568,0,train
train_4557,0,train
train_45570,0,train
train_45572,0,train
train_45573,0,train
train_45574,0,train
train_4558,0,train
train_45580,0,train
train_45581,0,train
train_45582,0,train
train_45586,0,train
train_45587,0,train
train_45588,0,train
train_4559,0,train
train_45594,0,train
train_45596,0,train
train_456,0,train
train_4560,0,train
train_45603,0,train
train_45605,0,train
train_45606,0,train
train_45609,0,train
train_4561,0,train
train_45619,0,train
train_4562,0,train
train_45628,0,train
train_4563,0,train
train_45631,0,train
train_45636,0,train
train_4564,0,train
train_45649,0,train
train_4565,0,train
train_45657,0,train
train_4566,0,train
train_45666,0,train
train_45668,0,train
train_4567,0,train
train_4568,0,train
train_4569,0,train
train_45691,0,train
train_45699,0,train
train_457,0,train
train_4570,0,train
train_45703,0,train
train_4571,0,train
train_4572,0,train
train_4573,0,train
train_45732,0,train
train_4574,0,train
train_4575,0,train
train_4576,0,train
train_4577,0,train
train_45772,0,train
train_4578,0,train
train_4579,0,train
train_458,0,train
train_4580,0,train
train_4581,0,train
train_4582,0,train
train_45820,0,train
train_4583,0,train
train_45836,0,train
train_45839,0,train
train_4584,0,train
train_45840,0,train
train_45841,0,train
train_45848,0,train
train_45849,0,train
train_4585,0,train
train_45850,0,train
train_45851,0,train
train_45853,0,train
train_45859,0,train
train_4586,0,train
train_45860,0,train
train_45864,0,train
train_45869,0,train
train_4587,0,train
train_45870,0,train
train_45874,0,train
train_45875,0,train
train_45877,0,train
train_45879,0,train
train_4588,0,train
train_45883,0,train
train_45884,0,train
train_45888,0,train
train_4589,0,train
train_45890,0,train
train_45891,0,train
train_45892,0,train
train_45895,0,train
train_4590,0,train
train_45900,0,train
train_45902,0,train
train_45903,0,train
train_45904,0,train
train_45909,0,train
train_4591,0,train
train_45911,0,train
train_45912,0,train
train_45913,0,train
train_45914,0,train
train_45915,0,train
train_45916,0,train
train_45917,0,train
train_45918,0,train
train_45919,0,train
train_4592,0,train
train_45920,0,train
train_45921,0,train
train_45922,0,train
train_45923,0,train
train_45924,0,train
train_45925,0,train
train_45926,0,train
train_45927,0,train
train_45928,0,train
train_45929,0,train
train_4593,0,train
train_45930,0,train
train_45931,0,train
train_45932,0,train
train_45933,0,train
train_45934,0,train
train_45935,0,train
train_45936,0,train
train_45937,0,train
train_45938,0,train
train_45939,0,train
train_4594,0,train
train_45940,0,train
train_45941,0,train
train_45942,0,train
train_45943,0,train
train_45944,0,train
train_45945,0,train
train_45946,0,train
train_45947,0,train
train_45948,0,train
train_45949,0,train
train_4595,0,train
train_45950,0,train
train_45951,0,train
train_45952,0,train
train_45953,0,train
train_45954,0,train
train_45955,0,train
train_45956,0,train
train_45957,0,train
train_45958,0,train
train_45959,0,train
train_4596,0,train
train_45960,0,train
train_45961,0,train
train_45962,0,train
train_45963,0,train
train_45964,0,train
train_45965,0,train
train_45966,0,train
train_45967,0,train
train_45968,0,train
train_45969,0,train
train_4597,0,train
train_45970,0,train
train_45971,0,train
train_45972,0,train
train_45973,0,train
train_45974,0,train
train_45975,0,train
train_45976,0,train
train_45977,0,train
train_45978,0,train
train_45979,0,train
train_4598,0,train
train_45980,0,train
train_45981,0,train
train_45982,0,train
train_45983,0,train
train_45984,0,train
train_45985,0,train
train_45986,0,train
train_45987,0,train
train_45988,0,train
train_45989,0,train
train_4599,0,train
train_45990,0,train
train_45991,0,train
train_45992,0,train
train_45993,0,train
train_45994,0,train
train_45995,0,train
train_45996,0,train
train_45997,0,train
train_45998,0,train
train_45999,0,train
train_46000,0,train
train_46001,0,train
train_46002,0,train
train_46003,0,train
train_46004,0,train
train_46005,0,train
train_46006,0,train
train_46007,0,train
train_46008,0,train
train_46009,0,train
train_4601,0,train
train_46010,0,train
train_46011,0,train
train_46012,0,train
train_46013,0,train
train_46014,0,train
train_46015,0,train
train_46016,0,train
train_46017,0,train
train_46018,0,train
train_46019,0,train
train_46020,0,train
train_46021,0,train
train_46022,0,train
train_46023,0,train
train_46024,0,train
train_46025,0,train
train_46026,0,train
train_46027,0,train
train_46028,0,train
train_46029,0,train
train_4603,0,train
train_46030,0,train
train_46031,0,train
train_46032,0,train
train_46033,0,train
train_46034,0,train
train_46035,0,train
train_46036,0,train
train_46037,0,train
train_46038,0,train
train_46039,0,train
train_4604,0,train
train_46040,0,train
train_46041,0,train
train_46042,0,train
train_46043,0,train
train_46044,0,train
train_46045,0,train
train_46046,0,train
train_46047,0,train
train_46048,0,train
train_46049,0,train
train_4605,0,train
train_46050,0,train
train_46051,0,train
train_46052,0,train
train_46053,0,train
train_46054,0,train
train_46055,0,train
train_46056,0,train
train_46057,0,train
train_46058,0,train
train_46059,0,train
train_4606,0,train
train_46060,0,train
train_46061,0,train
train_46062,0,train
train_46063,0,train
train_46064,0,train
train_46065,0,train
train_46066,0,train
train_46067,0,train
train_46068,0,train
train_46069,0,train
train_4607,0,train
train_46070,0,train
train_46071,0,train
train_46072,0,train
train_46073,0,train
train_46074,0,train
train_46075,0,train
train_46076,0,train
train_46077,0,train
train_46078,0,train
train_46079,0,train
train_4608,0,train
train_46080,0,train
train_46081,0,train
train_46082,0,train
train_46083,0,train
train_46084,0,train
train_46085,0,train
train_46086,0,train
train_46087,0,train
train_46088,0,train
train_46089,0,train
train_46090,0,train
train_46091,0,train
train_46092,0,train
train_46093,0,train
train_46094,0,train
train_46095,0,train
train_46096,0,train
train_46097,0,train
train_46098,0,train
train_46099,0,train
train_461,0,train
train_4610,0,train
train_46100,0,train
train_46101,0,train
train_46102,0,train
train_46103,0,train
train_46104,0,train
train_46105,0,train
train_46106,0,train
train_46107,0,train
train_46108,0,train
train_46109,0,train
train_46110,0,train
train_46111,0,train
train_46112,0,train
train_46113,0,train
train_46114,0,train
train_46115,0,train
train_46116,0,train
train_46117,0,train
train_46118,0,train
train_46120,0,train
train_46121,0,train
train_46122,0,train
train_46123,0,train
train_46124,0,train
train_46125,0,train
train_46126,0,train
train_46129,0,train
train_4613,0,train
train_46131,0,train
train_46132,0,train
train_46133,0,train
train_46135,0,train
train_46137,0,train
train_46138,0,train
train_4614,0,train
train_46140,0,train
train_46145,0,train
train_46146,0,train
train_46147,0,train
train_46149,0,train
train_46150,0,train
train_46153,0,train
train_46154,0,train
train_46157,0,train
train_46158,0,train
train_4616,0,train
train_46160,0,train
train_46161,0,train
train_46163,0,train
train_46164,0,train
train_46166,0,train
train_4617,0,train
train_46171,0,train
train_46174,0,train
train_46177,0,train
train_46178,0,train
train_46179,0,train
train_4618,0,train
train_46182,0,train
train_46183,0,train
train_4619,0,train
train_46192,0,train
train_46194,0,train
train_46196,0,train
train_46199,0,train
train_462,0,train
train_46200,0,train
train_46201,0,train
train_46203,0,train
train_46204,0,train
train_46205,0,train
train_4621,0,train
train_46210,0,train
train_46213,0,train
train_46214,0,train
train_4622,0,train
train_46228,0,train
train_46234,0,train
train_4624,0,train
train_46247,0,train
train_4625,0,train
train_4626,0,train
train_46261,0,train
train_46267,0,train
train_4627,0,train
train_46272,0,train
train_4628,0,train
train_46282,0,train
train_4629,0,train
